Zeit t / s;Spannung U_B1 / V;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Relais R_1;Spannung U_A / V;Spannungsquelle S_1
34,2;0;55;342;18,9962487390114;207,129994784727;0;1,1640625;1
34,299;0;62;343;19,0519484075515;207,129994784727;0;1,1640625;1
34,399;0;56;344;19,1076480760917;207,129994784727;0;1,1640625;1
34,499;0;67;345;19,1633477446318;207,129994784727;0;1,1640625;1
34,599;0;67;346;19,2190474131719;207,129994784727;0;1,1640625;1
34,7;0;89;347;19,2747470817121;207,129994784727;0;1,1640625;1
34,799;0;82;348;19,3304467502522;207,129994784727;0;1,1640625;1
34,899;0;114;349;19,3861464187923;207,129994784727;0;1,1640625;1
35;0;143;350;19,4418460873325;207,129994784727;0;1,1640625;1
35,1;0;135;351;19,4975457558726;220,072954184312;0;1,1640625;1
35,2;0;145;352;19,5532454244127;220,072954184312;0;1,1640625;1
35,3;0;129;353;19,6089450929529;220,072954184312;0;1,1640625;1
35,4;0;135;354;19,664644761493;220,072954184312;0;1,1640625;1
35,5;0;118;355;19,7203444300331;220,072954184312;0;1,1640625;1
35,601;0;95;356;19,7760440985733;220,072954184312;0;1,1640625;1
35,7;0;105;357;19,8317437671134;220,072954184312;0;1,1640625;1
35,801;0;103;358;19,8874434356536;220,072954184312;0;1,1640625;1
35,9;0;97;359;19,9431431041937;220,072954184312;0;1,1640625;1
36;0;84;360;19,9988427727338;183,302762505942;0;1,1640625;1
36,1;0;74;361;20,054542441274;183,302762505942;0;1,1640625;1
36,201;0;75;362;20,1102421098141;183,302762505942;0;1,1640625;1
36,3;0;82;363;20,1659417783542;183,302762505942;0;1,1640625;1
36,399;0;87;364;20,2216414468944;183,302762505942;0;1,1640625;1
36,499;0;92;365;20,2773411154345;183,302762505942;0;1,1640625;1
36,6;0;73;366;20,3330407839746;183,302762505942;0;1,1640625;1
36,7;0;72;367;20,3887404525148;183,302762505942;0;1,1640625;1
36,8;0;78;368;20,4444401210549;183,302762505942;0;1,1640625;1
36,9;0;75;369;20,500139789595;183,302762505942;0;1,1640625;1
37;0;78;370;20,5558394581352;215,270444259123;0;1,1640625;1
37,1;0;73;371;20,6115391266753;215,270444259123;0;1,1640625;1
37,203;0;82;372;20,6672387952155;215,270444259123;0;1,1640625;1
37,301;0;96;373;20,7229384637556;215,270444259123;0;1,1640625;1
37,401;0;72;374;20,7786381322957;215,270444259123;0;1,1640625;1
37,501;0;77;375;20,8343378008359;215,270444259123;0;1,1640625;1
37,6;0;68;376;20,890037469376;215,270444259123;0;1,1640625;1
37,7;0;84;377;20,9457371379161;215,270444259123;0;1,1640625;1
37,8;0;82;378;21,0014368064563;215,270444259123;0;1,1640625;1
37,9;0;83;379;21,0571364749964;238,550280019195;0;1,1640625;1
38,001;0;89;380;21,1128361435365;238,550280019195;0;1,1640625;1
38,1;0;85;381;21,1685358120767;238,550280019195;0;1,1640625;1
38,201;0;93;382;21,2242354806168;238,550280019195;0;1,1640625;1
38,3;0;87;383;21,2799351491569;238,550280019195;0;1,1640625;1
38,4;0;78;384;21,3356348176971;238,550280019195;0;1,1640625;1
38,501;0;99;385;21,3913344862372;238,550280019195;0;1,1640625;1
38,6;0;105;386;21,4470341547773;238,550280019195;0;1,1640625;1
